Date,Inflation,Population,GDP,Imports,Exports,Agriculture,Industry,Services,USDPHP,Nominal GDP,Imports_PHPMN,Exports_PHPMN,TotalTrade,TotalTrade_PHPMN,NominalGDP_disagg,Pop_disagg,Revenues,Tax Revenues,BIR,BOC,Other Offices,Non-tax Revenues,BTr Income,Fees and Charges,CARP,Income from Malampaya,Privatization,Grants,Economic Support Fund,Other non-tax,Sale of Assets,Marcos Wealth,Expenditures,Allotment to LGUs,Interest Payments,Tax Expenditures,Subsidy,Equity,Net Lending,NG Disbursements,COVID-19,TRAIN,CREATE,FIST,BIR_COMM
9/1/13,2.3,0,2979022.27,5719.19,5056.21,11.63,27.7,60.68,43.8318,2914503,250682.3922,221622.7855,10775.4,472305.1777,957361.5967287698,98170541.9,127336,112858,86034,25733,1091,14478,7219,2142,0,2136.752,0,42,0,2938.248,0,0,145952,25812,29214,1951,1643,92,2268,84972,0,0,0,0,0
10/1/13,2.4,0,0,4844.03,5026.67,0,0,0,43.1825,0,209177.3255,217064.1773,9870.7,426241.5028,967733.5609781764,98157408.27115144,134309,124688,95587,27863,1238,9621,3592,5047,0,1906.122,0,10,0,-934.122,0,0,145546,25831,20484,2067,507,76,1012,95569,0,0,0,0,0
11/1/13,2.9,0,0,5592.57,4324.99,0,0,0,43.5546,0,243582.1493,188373.2095,9917.56,431955.3588,974449.8751966098,98148652.52,164996,155334,126462,28254,618,9662,3783,2139,0,2062.671,2459,0,0,-781.671,0,0,163996,26680,18116,2272,3167,7,12802,100952,0,0,0,0,0
12/1/13,3.8,100175512,3378370.39,5445.26,4959.93,13.83,29.44,56.74,44.1043,3369383,240159.3806,218754.2407,10405.19,458913.6213,1160836.3678361126,100581310.20802404,150228,121614,96659,24184,771,28614,5514,1752,0,2160.482,126,183,0,18878.518,0,0,202826,23964,26745,1233,27255,10815,614,112200,0,0,0,0,0
1/1/14,3.7,0,0,6006.12,4357.47,0,0,0,44.9266,0,269834.5508,195766.3117,10363.59,465600.8625000001,1138413.916330317,100365586.20591524,148822,135092,104151,29773,1168,13730,7531,2726,0,414.512,0,20,0,3038.488,0,0,183040,28160,56465,30,667,0,2938,94780,0,0,0,0,0
2/1/14,3.6,0,0,4855.79,4650.95,0,0,0,44.895,0,218000.6921,208804.4003,9506.74,426805.0924,1119266.4954077855,100316001.63045868,120286,107102,78378,27416,1308,13184,5614,2001,0,102.649,1315,44,0,4107.351,0,0,130004,28617,15865,0,191,110,-1441,86662,0,0,0,0,0
3/1/14,3.5,0,3129775.55,5485.68,5268.41,12.61,30.71,56.67,44.7916,3035915,245712.3843,235980.5134,10754.09,481692.8977,978517.9970540344,100270924.74367982,129303,113200,82176,29313,1711,16103,7812,3479,0,2516.638,0,16,0,2279.362,0,0,169489,28327,30799,30,369,28,3412,106524,0,0,0,0,0
4/1/14,3.6,0,0,5365.82,4563.49,0,0,0,44.6416,0,239538.7901,203721.4952,9929.31,443260.2853,1005112.4207242874,100230355.5455798,224449,187959,156111,30764,1084,36490,30829,2465,0,2190.083,16,8,0,981.917,0,0,143597,28218,13398,10485,253,135,712,90396,0,0,0,0,0
5/1/14,4,0,0,5068.88,5931.59,0,0,0,43.9236,0,222643.4576,260536.7865,11000.47,483180.2441,1017455.318714182,100194294.0361569,172234,158299,128273,28809,1217,13935,4103,3503,0,2036.36,380,1,0,3911.64,0,0,160452,30496,23594,2720,1737,101,344,101460,0,0,0,0,0
6/1/14,3.8,0,3386828.97,4828.71,5461.54,10.68,30.38,58.94,43.8175,3296724,211582.0004,239311.029,10290.25,450893.0294,1119183.7130865017,100162740.21541189,138640,122797,94120,27327,1350,15843,7050,2671,0,2085.609,1,0,0,4035.391,0,0,201126,30264,19620,626,46323,59,493,103741,0,0,0,0,0
7/1/14,4.2,0,0,5564.43,5425.48,0,0,0,43.4665,0,241866.2966,235826.6264,10989.91,477692.923,1110403.5325439477,100135694.08334409,166730,151640,119942,30460,1238,15090,7506,2471,0,2240.184,144,38,0,2690.816,0,0,168492,29223,48224,263,6628,202,484,83468,0,0,0,0,0
8/1/14,4.2,0,0,5844.51,5471.23,0,0,0,43.7673,0,255798.4225,239460.9648,11315.74,495259.38729999994,1099563.6882924128,100113155.63995518,169980,158420,127565,29061,1794,11560,5263,2564,0,2300.089,0,6,0,1426.911,0,0,140115,28216,20598,763,3075,32,310,87121,0,0,0,0,0
9/1/14,3.9,0,3178883.73,5782.74,5846.06,10.73,28.18,61.09,44.0751,3174416,254874.8438,257665.6791,11628.8,512540.5229,1040317.1324877724,100095124.9,154566,139812,105708,32866,1238,14754,5581,2028,0,2185.087,41,41,0,4877.913,0,0,159764,28337,28830,1014,2965,565,1163,96890,0,0,0,0,0
10/1/14,3.7,0,0,5589.32,5148.21,0,0,0,44.7979,0,250389.7984,230628.9968,10737.53,481018.7952,1056325.6539556778,100081601.81920984,152263,137407,101801,34160,1446,14856,4881,3279,0,2256.413,2,2,0,4435.587,0,0,154793,27199,16767,967,1430,206,1008,107216,0,0,0,0,0
11/1/14,3,0,0,5536.25,5174.9,0,0,0,44.9514,0,248862.1883,232618.9999,10711.15,481481.1882,1060496.6516096494,100072586.44185464,158221,147585,121889,24691,1005,10636,3408,4051,0,1953.603,4,13,0,1206.397,0,0,151397,28538,18099,682,2685,52,3771,97570,0,0,0,0,0
12/1/14,1.9,102076336,3559155.38,5469.75,4802.28,13.44,30.37,56.19,44.6878,3699773,244431.0941,214603.3282,10272.03,459034.4223,1268791.1614035834,102472137.34100744,173033,159673,114648,44637,388,13360,3866,1533,0,2002.325,43,44,0,5871.675,0,0,219350,28640,28926,11952,14117,258,201,135256,0,0,0,0,0
1/1/15,1.5,0,0,5662.73,4356.78,0,0,0,44.6044,0,252582.674,194331.5578,10019.509999999998,446914.2318,1248065.3454824977,102261727.71466376,166652,151565,121134,29381,1050,15087,8928,1736,0,2211.71,142,51,0,2018.29,0,0,173124,32489,51391,0,145,0,850,88249,0,0,0,0,0
2/1/15,1.5,0,0,5734.54,4513.4,0,0,0,44.2214,0,253589.3872,199588.8668,10247.94,453178.254,1232826.564840732,102213364.65866458,132772,117505,88891,27194,1420,15267,4377,3710,0,1833.998,0,38,0,5308.002,0,0,142445,32286,18902,493,685,15,217,89847,0,0,0,0,0
3/1/15,1.5,0,3308136.02,5691.35,5434.17,12.18,30.66,57.16,44.4457,3204277,252956.0347,241525.4896,11125.52,494481.5243,1020050.3741505285,102169398.2441198,171106,134593,97063,35717,1813,36513,24569,2596,0,1455.498,42,26,0,7824.502,0,0,188478,32291,30321,6239,2862,131,1151,115483,0,0,0,0,0
4/1/15,1.4,0,0,5052.99,4434.03,0,0,0,44.4136,0,224421.4767,196931.2348,9487.02,421352.7115,1058424.5821018617,102129828.47102952,209104,190119,160777,28136,1206,18985,11579,3265,0,1614.933,0,2,0,2524.067,0,0,156505,32277,15677,888,785,146,436,106296,0,0,0,0,0
5/1/15,0.9,0,0,4834.42,4899.37,0,0,0,44.6106,0,215666.3769,218563.8353,9733.79,434230.2122,1072339.6587841627,102094655.33939455,242525,156924,128454,26699,1771,85601,10952,4091,0,679.886,60071,1,0,9806.114,0,0,175188,32277,20626,1313,4546,0,342,116084,0,0,0,0,0
6/1/15,0.6,0,3621755.89,5940.76,5363.96,10.07,30.49,59.44,44.9831,3493900,267233.8012,241287.5491,11304.72,508521.3503,1195037.8650297427,102063878.84921353,163576,142325,109550,31522,1253,21251,6630,2562,0,310.9,2351,0,0,9397.1,0,0,236249,32277,19205,199,34947,25,-337,149933,0,0,0,0,0
7/1/15,0.2,0,0,6845.66,5370.52,0,0,0,45.2649,0,309868.1153,243096.0507,12216.18,552964.166,1178597.0852497155,102037499.00048624,178474,149378,118193,30033,1152,29096,14185,2358,0,1257.79,126,2,0,11167.21,0,0,210672,32277,53078,334,2318,0,267,122398,0,0,0,0,0
8/1/15,0,0,0,6175.98,5127.93,0,0,0,46.142,0,284972.0692,236612.9461,11303.91,521585.0153,1163442.961218774,102015515.79321368,176656,167115,138529,26895,1691,9541,2683,3231,0,1073.532,0,0,0,2553.468,0,0,161616,32277,16457,487,8802,19,162,103412,0,0,0,0,0
9/1/15,-0.4,0,3367553.46,6255.01,4959.51,10.1,28.11,61.79,46.7504,3330583,292424.2195,231859.0763,11214.52,524283.2958,1086295.8574416104,101997929.22739647,164112,146189,112268,32651,1270,17923,7952,2987,0,694.706,15,23,0,6251.294,0,0,186252,32277,30094,508,729,0,1404,121240,0,0,0,0,0
10/1/15,-0.2,0,0,6534.11,4590.26,0,0,0,46.3609,0,302927.2203,212808.5848,11124.37,515735.8051,1108692.457301105,101984739.3030323,163015,149327,115761,32490,1076,13688,5585,5520,0,1044.813,0,3,0,1535.187,0,0,190037,32277,16144,1547,6480,176,4404,129009,0,0,0,0,0
11/1/15,0.3,0,0,6094.66,5117.78,0,0,0,47.0067,0,286489.8542,240569.9491,11212.44,527059.8033,1112702.0584728585,101975946.02012384,177451,165959,136368,29061,530,11492,3101,2188,0,1045.495,9,10,0,5138.505,0,0,171422,32277,15992,416,3707,25,380,118625,0,0,0,0,0
12/1/15,0.7,103767130,3798601.38,6245.02,4659.51,12.63,30.54,56.83,47.2303,3915398,294954.1681,220070.0552,10904.53,515024.2233,1345901.024329715,104109973.47051114,163513,144476,106314,37755,407,19037,9494,2161,0,1097.357,27,8,0,6249.643,0,0,238657,32277,21477,5397,12007,230,420,166849,0,0,0,0,0
1/1/16,0.7,0,0,6825.21,4255.49,0,0,0,47.5111,0,324273.2348,202183.0109,11080.7,526456.2457,1322174.345218687,103927716.4666819,182226,161896,129652,31083,1161,20330,7930,3362,0,1393.796,0,5,0,7639.204,0,0,185700.453,40501,45594.453,160,1697,3029,31,94688,0,0,0,0,0
2/1/16,0.5,0,0,5651.64,4361.92,0,0,0,47.6361,0,269222.0882,207784.8573,10013.56,477006.9455,1305197.1769265344,103885824.34493975,138952,123936,94837,27035,2064,15016,5834,2953,0,1047.33,0,12,0,5169.67,0,0,173577.87,42204,21280,219,2658,6,706,106504.87,0,0,0,0,0
3/1/16,0.6,0,3481796.47,6678.28,4730.01,10.92,31.1,57.97,46.724,3437650,312035.9547,221004.9872,11408.29,533040.9419,1093273.5687380328,103847740.59790164,157800,139503,105683,32383,1437,18297,11150,2636,0,943.548,40,3,0,3524.452,0,0,232188,39020,35749,345,3889,5138,2767,145280,0,0,0,0,0
4/1/16,0.7,0,0,6864.59,4284.87,0,0,0,46.2845,0,317724.1159,198323.0655,11149.46,516047.1814,1137047.947666573,103813465.22556692,246633,211765,177656,32712,1397,34868,27972,3675,0,988.974,60,2,0,2170.026,0,0,191611,35849,14765,1177,4825,199,215,134581,0,0,0,0,0
5/1/16,0.9,0,0,7067.86,4828.35,0,0,0,46.8023,0,330792.1041,225977.8852,11896.21,556769.9893,1149473.3256668437,103782998.2279363,199759,185077,151575,32070,1432,14682,5728,3136,0,1448.579,0,5,0,4364.421,0,0,217415,35725,18658,967,7478,17,152,154418,0,0,0,0,0
6/1/16,1.3,0,3853504.01,7243.66,4872.9,9.23,30.6,60.17,46.4645,3791145,336573.0401,226416.8621,12116.56,562989.9022,1294227.650466075,103756339.60500984,175585,160759,124018,35268,1473,14826,5084,2583,0,889.505,345,1,0,5923.495,0,0,220779,36877,17666,2479,16050,60,220,147427,0,0,0,0,0
7/1/16,1.3,0,0,7159.42,4786.91,0,0,0,47.0581,0,336908.7023,225262.8895,11946.33,562171.5918,1277716.740086615,103733489.3567869,170250,149963,117448,30987,1528,20287,9061,3816,0,1343.179,76,12,0,5978.821,0,0,220917,35801,40020,104,35258,0,32,109702,0,0,0,0,1
8/1/16,1.3,0,0,7165.89,5036.07,0,0,0,46.6809,0,334510.1945,235088.2801,12201.96,569598.4746,1263442.8170185124,103714447.48326828,209569,191975,157468,33069,1438,17594,5818,2536,0,1190.769,24,0,0,8025.231,0,0,176962,36290,23442,901,7402,7,-1148,110068,0,0,0,0,0
9/1/16,1.7,0,3589387.68,7381.22,5361.57,9.74,28.61,61.65,47.4294,3644979,350086.8359,254296.0482,12742.79,604382.8841,1190830.158,103699213.98445176,165960,147772,112996,33326,1450,18188,7708,3854,0,1166.296,1,0,0,5458.704,0,0,241287,35977,32602,693,3119,41,741,168114,0,0,0,0,0
10/1/16,1.8,0,0,7260.09,5036.08,0,0,0,48.3482,0,351012.2833,243485.4031,12296.17,594497.6864,1213745.142,103687788.8603406,174642,157378,121893,33365,2120,17264,4858,4374,0,872.434,17,13,0,7129.566,0,0,176987,38987,16054,879,1514,11,763,118779,0,0,0,0,0
11/1/16,2.1,0,0,7377.52,4886.88,0,0,0,49.155,0,362641.9956,240214.5864,12264.4,602856.582,1217693.2075672434,103680172.11093353,209212,197758,156772,40227,759,11454,4188,4394,0,1041.93,0,7,0,1823.07,0,0,228357,36177,19551,5379,14234,16,172,152828,0,0,0,0,0
12/1/16,2.2,105312992,4066219.29,7432.67,4965.05,11.68,30.7,57.62,49.8156,4258608,370262.9157,247336.9448,12397.72,617599.8605,1463325.892015688,105631485.7342162,165326,152608,117216,34840,552,12718,6406,2500,0,1100.065,94,18,0,2599.935,0,0,283555,36368,19073,2491,5066,3157,10647,206753,0,0,0,0,0
1/1/17,2.5,0,0,7926.01,5597.12,0,0,0,49.7363,0,394210.4112,278380.0395,13523.13,672590.4506999999,1439013.7908297104,105462173.15068668,200314,184663,147393,35943,1327,15651,8005,3344,0,1025,8,2,0,3267,0,0,198092.453,40844,42353.453,124,1266,0,-278,113783,0,0,0,0,0
2/1/17,3.1,0,0,6825.96,5156.3,0,0,0,49.9614,0,341034.5179,257615.9668,11982.26,598650.4846999999,1415999.7677221026,105423256.32876807,151838,138977,105862,30854,2261,12861,5342,3345,0,967,4,6,0,3197,0,0,175562,40792,24230,651,9993,0,-823,100719,0,0,0,0,0
3/1/17,3.1,0,3722688.28,8107.13,6003.05,10.8,30.82,58.38,50.2752,3745533,407587.5822,301804.5394,14110.18,709392.1216,1192802.3492015149,105387877.39975184,180237,156313,117149,37333,1831,23924,9584,3284,0,1502,30,2,0,9522,0,0,241708,40773,31272,968,8407,0,-634,160922,0,0,0,0,0
4/1/17,3.2,0,0,7140.82,5587.11,0,0,0,49.8626,0,356059.8513,278587.8311,12727.93,634647.6824,1239821.7773561017,105356036.36363769,235876,220077,187670,31142,1265,15799,7123,2113,0,422,5,11,0,6125,0,0,183079,49670,13483,1074,2150,48,115,116539,0,0,0,0,0
5/1/17,2.9,0,0,8494.95,5987.55,0,0,0,49.8603,0,423560.7555,298541.0393,14482.5,722101.7948,1252784.680650823,105327733.22042328,228251,200736,158694,39592,2450,27515,17977,4186,0,1289,196,6,0,3861,0,0,261672,46519,20966,1436,4097,6,160,188488,0,0,0,0,0
6/1/17,2.5,0,4140186,7289.68,5704.04,9.16,30.55,60.28,49.8501,4153954,363391.277,284346.9644,12993.72,647738.2413999999,1419052.4885975427,105302967.97011296,179844,168137,131245,35417,1475,11707,4691,2847,0,1012,8,4,0,3145,0,0,270717,55084,19273,484,32306,3186,132,160252,0,0,0,0,0
7/1/17,2.4,0,0,7138.89,5833.61,0,0,0,50.6382,0,361500.5396,295403.5099,12972.5,656904.0495,1400348.9453664846,105281740.61270192,194621,174656,138080,34994,1582,19965,8467,2762,0,1773,16,0,0,6947,0,0,245133,42712,44626,568,16867,22,3,140335,0,0,0,0,0
8/1/17,2.6,0,0,8715.34,5978.83,0,0,0,50.8747,0,443390.3079,304171.1826,14694.17,747561.4905000001,1383988.396613426,105264051.14819364,230408,212211,171654,38289,2268,18197,6192,3870,0,1623.53,256,8,0,6247.47,0,0,201600,43690,26370,281,6085,15,2,125157,0,0,0,0,0
9/1/17,3,0,3852482.66,7737.89,5985.71,9.38,28.84,61.78,51.0094,4017922,394705.1262,305327.4757,13723.6,700032.6019,1314480.1927838828,105249899.5765868,200091,183154,141431,40261,1462,16937,7300,3748,0,1539,1,0,0,4349,0,0,236983,41871,26397,813,2454,4,-4136,169580,0,0,0,0,0
10/1/17,3.1,0,0,8497.79,5912.65,0,0,0,51.3433,0,436304.5813,303574.9627,14410.44,739879.544,1338320.7716890413,105239285.89788236,205068,186493,142542,42915,1036,18575,7581,3357,0,2129,289,0,0,5219,0,0,226868,41595,20434,413,10275,144,2195,151812,0,0,0,0,0
11/1/17,3,0,0,8862.53,5582.9,0,0,0,51.0384,0,452329.3512,284942.2834,14445.43,737271.6346,1342199.6417756795,105232210.11207916,243492,228254,179355,46366,2533,15238,4287,5339,0,1827,4,0,0,3781,0,0,252115,41839,20583,615,5961,1280,3151,178686,0,0,0,0,0
12/1/17,2.9,106735719,4347318.95,9356.25,5384.03,11.23,30.87,57.9,50.3947,4639242,471505.4119,271326.5766,14740.28,742831.9885,1589002.8464608502,107028059.78082916,223092,197007,151246,45078,683,26085,13356,2576,0,1500,13,0,0,8640,0,0,330239.82,44761,20553.82,904,31227,653,-4124,236265,0,0,0,0,0
1/1/18,3.4,0,0,8882.7,5656.21,0,0,0,50.5087,0,448653.6295,285687.814,14538.91,734341.4435,1564509.948889226,106872650.21525437,238898.023,218070,175612,40831,1627,20828.023,8080,3657,0,1772.893,17.13,0,0,7301,0,0,228707,43305,43516,1441,922,0,20,139503,0,1,0,0,0
2/1/18,3.7,0,0,7762.25,5225.71,0,0,0,51.7856,0,401972.7736,270616.5278,12987.96,672589.3014,1543741.912321512,106836929.02866596,178534.576,162882,116641,43716,2525,15652.576,5870,5380,0,1601.576,9,0,0,2792,0,0,230204,59162,26097,354,9126,31,-1078,136512,0,1,0,0,0
3/1/18,4.3,0,3959977.37,8364.28,6024.47,10.4,30.98,58.62,52.0676,4101138,435507.9853,313679.6942,14388.75,749187.6795000001,1315439.0705795025,106804455.22267742,202359.667,177710,130827,45251,1632,24649.667,8816,3333,0,1579.667,0,0,0,10921,0,0,313053,46272,27549,2584,35240,2000,817,198591,0,1,0,0,0
4/1/18,4.3,0,0,9180.81,5481.97,0,0,0,52.0986,0,478307.3479,285602.9622,14662.78,763910.3101,1359590.8715631526,106775228.79728688,307558.26,280947,232618,46794,1535,26611.26,14215,3878,0,1775.26,209,0,0,6534,0,0,261243,58836,23172,2513,3874,18,25,172805,0,1,0,0,0
5/1/18,4.6,0,0,9972.39,6091.89,0,0,0,52.1948,0,520506.9016,317964.9802,16064.28,838471.8818,1375381.9455998002,106749249.75249489,258991.986,226893,172032,52747,2114,32098.986,21378,3580,0,2124.986,117,0,0,4899,0,0,291865,48657,21111,574,3832,0,1412,216279,0,1,0,0,0
6/1/18,5,0,4437331.26,9469.46,5916.49,8.62,30.86,60.52,53.0476,4568792,502332.1263,313855.5949,15385.95,816187.7212,1558818.5137170493,106726518.08830252,224199.118,188235,136780,50049,1406,35964.118,7789,2951,0,1765.118,14029,22,0,9408,0,0,278487,46427,24065,744,14750,538,174,191789,0,1,0,0,0
7/1/18,5.8,0,0,9982.73,5966.51,0,0,0,53.4329,0,533406.2138,318807.9322,15949.24,852214.146,1541884.4424440395,106707033.80470917,241742.949,217700,163999,52144,1557,24042.949,11757,4369,0,2265.949,23,0,0,5628,0,0,328126,46356,44841,1524,32470,484,1322,201129,0,1,0,0,0
8/1/18,6.6,0,0,9814.79,6216.23,0,0,0,53.2735,0,522868.2151,331160.3289,16031.02,854028.544,1521732.4633553622,106690796.9,256874.729,239620,185091,52012,2517,17254.729,5413,4924,0,1988.729,628,0,0,4301,0,0,259462,45939,28301,2272,5037,6,3067,174840,0,1,0,0,0
9/1/18,6.9,0,4142636.11,10076.42,6052.78,8.84,28.98,62.19,53.9419,4450213,543541.24,326498.4535,16129.2,870039.6935,1460698.607762342,106677807.37931836,202350.649,183237,130573,51075,1589,19113.649,7190,4788,0,2245.649,362,0,0,4528,0,0,298598,47868,32675,1982,19583,770,1078,194642,0,1,0,0,0
10/1/18,6.9,0,0,10724.29,6308.84,0,0,0,54.0086,0,579203.8889,340731.616,17033.13,919935.5049,1487248.9469362425,106668065.23752184,246762.002,222373,164792,55953,1628,24389.002,8371,6287,0,2454.002,29,0,0,7248,0,0,306627,44601,24015,831,1551,25,-1316,236920,0,1,0,0,0
11/1/18,6.1,0,0,9710.64,5636.46,0,0,0,52.8083,0,512802.3903,297651.8706,15347.1,810454.2609000001,1474080.7057084318,106661570.47632396,259702.166,242228,192048,47902,2278,17474.166,4725,5913,0,2354.166,14,0,0,4468,0,0,298820,44059,24660,690,8086,90,990,220245,0,1,0,0,0
12/1/18,5.2,108119693,4636033.35,8900.09,4729.85,10.72,31.34,57.94,52.7691,5145048,469649.7392,249589.9276,13629.94,719239.6668,1740881.1906581123,108408697.97526884,232209.189,205977,150837,54637,503,26232.189,10595,3669,0,2588.189,218,29,0,9133,0,0,313251,44168,29213,6083,2181,23,-1636,233219,0,1,0,0,0
1/1/19,4.4,0,0,9565.31,5293.1,0,0,0,52.4679,0,501871.7285,277717.8415,14858.41,779589.5700000001,1733225.339561046,108255061.73769829,256742,235416,185088,48376,1952,21326,9608,5785,0,2464,0,0,0,3469,0,0,212205,0,45916,1281,795,0,-406,164619,0,1,0,0,0
2/1/19,3.8,0,0,7984.95,5251.62,0,0,0,52.1901,0,416735.339,274082.573,13236.57,690817.912,1707672.2650940437,108219748.2,202085.35,182300,135720,44200,2380,19785.35,9181,3245,0,2092,11.35,4,0,5252,0,0,278458,97328,25302,1283,2769,20,3252,148504,0,1,0,0,0
3/1/19,3.4,0,4215576.48,9365.8,6030.8,9.88,30.73,59.39,52.4134,4426077,490893.4217,316094.7327,15396.6,806988.1544,1423517.5959641612,108187644.89599988,228918,198269,147411,49294,1564,30649,12046,4493,0,2213,16,29,0,11852,0,0,287327,52173,36552,1423,5740,22,698,190719,0,1,0,0,0
4/1/19,3.2,0,0,9451.19,5652.23,0,0,0,52.1122,0,492522.3035,294550.1402,15103.42,787072.4437,1465057.305107963,108158751.96384336,308676,288697,235461,51674,1562,19979,10454,4102,0,2274,23,8,0,3118,0,0,221804,47967,23536,2908,5115,51,135,142092,0,1,0,0,0
5/1/19,3.2,0,0,9848.9,6199.69,0,0,0,52.262,0,514723.2118,324008.1988,16048.59,838731.4106000001,1485505.107169499,108133069.35748164,317236,265488,204838,58168,2482,51748,35666,3439,0,2317,198,6,0,10122,0,0,314672,47957,19669,2289,5239,75,14963,224480,0,1,0,0,0
6/1/19,2.7,0,4720383.97,8785.68,6149.83,8.22,30.27,61.51,51.8029,4865973,455123.7025,318579.0285,14935.51,773702.731,1645655.3030094998,108110597.07691544,233886,210550,157829,51298,1423,23336,10681,3318,0,2487,14,91,0,6745,0,0,275724,50293,29096,2396,7040,409,170,186320,0,1,0,0,0
7/1/19,2.2,0,0,9893.35,6252.11,0,0,0,51.1429,0,505974.6097,319751.0365,16145.46,825725.6462,1640682.3753065476,108091335.12214395,264094,236781,180341,54644,1796,27313,14360,5290,0,2754,20,1,0,4888,0,0,339390,49166,50965,603,38288,163,-1308,201513,0,1,0,0,0
8/1/19,1.4,0,0,9307.45,6302.58,0,0,0,52.0547,0,484496.5175,328078.9111,15610.03,812575.4286,1618940.18,108075283.49316816,279745,261720,205587,53593,2540,18025,5913,4881,0,2467,17,0,0,4747,0,0,282233,53670,19611,4143,31808,86,3197,169718,0,1,0,0,0
9/1/19,0.5,0,4397241.33,9488.56,6079.81,8.56,28.9,62.54,52.1052,4725892,494403.3165,316789.716,15568.37,811193.0325,1546351.8049012609,108062442.18998648,236528,210934,150475,58802,1657,25594,10701,5045,0,2119,8,6,0,7715,0,0,415085,59812,43094,5742,60275,854,-4788,250096,0,1,0,0,0
10/1/19,0.6,0,0,9914.28,6341.73,0,0,0,51.5042,0,510627.06,326625.7303,16256.01,837252.7903,1575906.9974444672,108052811.2126019,261553,237618,178122,57652,1844,23935,10612,7326,0,1802,184,45,0,3966,0,0,310815,53847,20724,851,7238,55,1208,226892,0,1,0,0,0
11/1/19,1.2,0,0,9275.21,5622.87,0,0,0,50.7268,0,470501.7226,285230.2019,14898.079999999998,755731.9245,1567092.4516640122,108046390.56101134,304749,284505,232059,50414,2032,20244,5495,3465,0,1872,-143,0,0,9555,0,0,365632,51999,17287,1713,11815,29,-237,283026,0,1,0,0,0
12/1/19,2.4,109465287,4931988.49,8712.41,5750.62,10.14,31.49,58.37,50.7671,5499920,442303.7897,291942.3006,14463.03,734246.0903,1875242.2285870928,109745014.18272132,243286,216231,162575,52195,1461,27055,11805,5009,0,1705,534,69,0,7933,0,0,494389,53784,29122,2683,25402,1558,180,381660,0,1,0,0,0
1/1/20,3,0,0,9556.69,5801.89,0,0,0,50.8386,0,485848.7402,294959.965,15358.580000000002,780808.7052,1856651.462586842,109596310.05795532,294638,254167,194889,55879,3399,40471,28391,6118,0,2035,103,2,0,3822,0,0,271593,54975,61415,532,0,0,-203,154874,0,1,0,0,0
2/1/20,2.5,0,0,7400.35,5432.17,0,0,0,50.7448,0,375529.2807,275654.3802,12832.52,651183.6609,1817168.1051234975,109562130.12979296,206835,188775,142216,44787,1772,18060,5853,5715,0,1989,24,42,0,4437,0,0,244430,67325,15352,1163,10488,0,4024,146078,0,1,0,0,0
3/1/20,2.2,0,4463185.92,7804.99,5079.05,9.92,30.19,59.89,50.9036,4449141,397302.089,258541.9296,12884.04,655844.0186,1374282.3763859377,109531057.46782774,261599,177350,131687,44648,1015,84249,76968,1756,0,1822,0,0,0,3703,0,0,333208,65325,43115,276,11952,0,994,211546,1,1,0,0,0
4/1/20,1.8,0,0,3507.07,3319.97,0,0,0,50.7349,0,177930.8457,168438.346,6827.04,346369.19169999997,1453237.704357501,109503092.07205822,187776,126348,90505,34425,1418,61428,58338,154,0,716,195,0,0,2025,0,0,461657.17,96795,21880.17,43,34416,0,173,308350,1,1,0,0,0
5/1/20,1.6,0,0,5855.19,4541.51,0,0,0,50.5556,0,296012.6436,229598.763,10396.7,525611.4066,1507156.8330335189,109478233.94248503,151493,146108,114434,30761,913,5385,2389,0,0,439,0,0,0,2557,0,0,353629,62382,18353,3752,29799,474,5594,233275,1,1,0,0,0
6/1/20,2.3,0,4985924.38,6955.79,5531.67,10.04,28.52,61.44,50.0972,4138373,348465.6028,277121.1783,12487.46,625586.7811,1439474.9699939874,109456483.07910882,350977,326616,282666,42591,1359,24361,11306,224,0,1903,0,1,0,10927,0,0,349211,62417,27561,685,42033,79,311,216125,1,1,0,0,0
7/1/20,2.4,0,0,7833.6,5698.73,0,0,0,49.4675,0,387508.608,281901.9263,13532.33,669410.5342999999,1402436.8590002947,109437839.48193018,234468,210130,158991,49816,1323,24338,7648,4149,0,2464,0,78,0,9999,0,0,374676,67054,59384,3813,17934,232,1,226258,1,1,0,0,0
8/1/20,2.2,0,0,7679.4,5499.62,0,0,0,48.8433,0,375087.238,268619.5895,13179.02,643706.8275,1374271.778505978,109422303.15094584,243232,233393,187932,44380,1081,9839,2052,758,0,2028,34,102,0,4865,0,0,283306,64213,22549,5838,4988,19,4710,180989,1,1,0,0,0
9/1/20,2.2,0,4675544.21,8552.49,6286.06,9.79,26.95,63.26,48.5057,4205108,414844.5142,304909.7405,14838.55,719754.2546999999,1399795.9058088874,109409874.08615877,212414.83,192680,140605,50753,1322,19734.83,8630,1452,0,1926,5,0.83,0,7721,0,0,350940,66247,43365,3637,7153,561,915,229062,1,1,0,0,0
10/1/20,2.3,0,0,8335.45,6287.05,0,0,0,48.4822,0,404120.954,304810.0155,14622.5,708930.9695,1405164.9644861994,109400552.2875697,228206,204889,152072,50592,2225,23317,6905,1018,0,1398,15,4,0,13977,0,0,289568,67011,22070,1432,6311,112,-328,192960,1,1,0,0,0
11/1/20,3,0,0,8026.77,5882.74,0,0,0,48.2521,0,387308.5087,283854.5588,13909.51,671163.0675,1399228.1028115558,109394337.7551773,245772,236579,191672,43712,1195,9193,2824,470,0,1282,5,10,0,4602,0,0,374050,63072,20035,2706,22783,10093,9,255352,1,1,0,0,0
